ticker,date,stock_price,after_hours_price,prev_close_price,day_range,year_range,Market_cap,Avg_vol,PE_Ratio,Dividend_yeld,Primary_exchange
GE,2024-04-12,$154.63,$154.40,$157.40,$153.03 - $156.98,$74.55 - $158.44,169.05B USD,10.05M,19.37,0.72%,NYSE
VST,2024-04-12,$69.74,$68.85,$72.00,$68.86 - $72.37,$22.67 - $75.89,24.33B USD,6.70M,19.48,1.20%,NYSE
CELH,2024-04-12,$79.72,$78.50,$80.87,$78.24 - $80.70,$28.10 - $99.62,18.56B USD,5.41M,103.80,-,NASDAQ
TMDX,2024-04-12,$91.82,$90.88,$93.95,$90.75 - $94.07,$36.42 - $99.63,3.00B USD,795.37K,-,-,NASDAQ
NEM,2024-04-12,$38.64,$38.74,$39.07,$38.31 - $41.30,$29.42 - $51.46,44.54B USD,16.14M,-,2.59%,NYSE
PAM,2024-04-12,$45.18,$45.18,$45.98,$44.75 - $46.80,$32.10 - $52.17,3.04B USD,416.85K,B-,2005,pampaenergia.com
SG,2024-04-12,$22.73,$22.80,$23.43,$22.30 - $23.39,$7.25 - $26.45,2.57B USD,2.95M,-,-,NYSE
MDB,2024-04-12,$352.06,$351.60,$356.04,$350.00 - $360.36,$212.52 - $509.62,25.64B USD,1.58M,-,-,NASDAQ
GGAL,2024-04-12,$29.61,$29.61,$29.77,$29.23 - $30.28,$10.57 - $30.28,4.28B USD,1.02M,1905,"Buenos Aires, Buenos AiresArgentina",gfgsa.com
CNK,2024-04-12,$17.79,$17.61,$18.24,$17.74 - $18.20,$13.19 - $20.40,2.16B USD,3.11M,13.31,-,NYSE
CLSK,2024-04-12,$14.85,$14.80,$15.87,$14.61 - $15.85,$3.33 - $24.72,3.35B USD,38.08M,-,-,NASDAQ
CMCSA,2024-04-12,$39.37,$39.36,$40.14,$39.23 - $39.95,$36.39 - $47.46,156.37B USD,21.97M,10.61,3.15%,NASDAQ
RIG,2024-04-12,$6.18,$6.18,$6.22,$6.09 - $6.45,$4.45 - $8.88,5.12B USD,19.16M,-,-,NYSE
VALE,2024-04-12,$12.02,$12.05,$12.17,$11.96 - $12.37,$11.73 - $16.40,54.47B USD,29.26M,A-,Eduardo Bartolomeo,"Jun 1, 1942"
MU,2024-04-12,$122.52,$120.63,$127.51,$121.83 - $125.99,$58.03 - $130.54,135.67B USD,28.36M,-,0.38%,NASDAQ
AS,2024-04-12,$14.19,$14.19,$15.05,$14.03 - $14.85,$13.10 - $18.23,7.10B USD,1.64M,-,-,NYSE
DKNG,2024-04-12,$44.22,$44.19,$45.44,$44.07 - $45.05,$18.63 - $49.57,21.03B USD,10.44M,-,-,NASDAQ
BHC,2024-04-12,$8.76,$8.81,$8.97,$8.52 - $8.95,$5.57 - $11.46,3.22B USD,3.17M,-,-,D
IMCR,2024-04-12,$56.53,$56.53,$59.07,$56.33 - $59.07,$42.21 - $76.98,2.82B USD,422.69K,NASDAQ,Bahija Jallal,2008
NXE,2024-04-12,$8.01,$8.01,$8.26,$7.94 - $8.47,$3.49 - $8.88,5.96B CAD,6.52M,-,-,TSE
CF,2024-04-12,$78.10,$78.10,$80.82,$77.94 - $80.83,$60.08 - $87.90,14.66B USD,3.18M,9.93,2.56%,NYSE
JBT,2024-04-12,$92.63,$92.63,$95.74,$92.21 - $95.82,$89.96 - $125.88,2.95B USD,209.36K,23.00,0.43%,NYSE
FTNT,2024-04-12,$66.45,$66.25,$68.22,$65.93 - $67.72,$44.12 - $81.24,50.70B USD,4.82M,45.63,-,NASDAQ
CORT,2024-04-12,$23.51,$23.51,$23.82,$23.31 - $23.82,$20.87 - $34.28,2.43B USD,865.35K,24.75,-,NASDAQ
GME,2024-04-12,$10.77,$10.79,$11.29,$10.76 - $11.23,$10.73 - $27.65,3.29B USD,5.17M,490.66,-,NYSE
DELL,2024-04-12,$117.76,$116.90,$124.04,$117.61 - $122.35,$41.47 - $136.16,84.06B USD,11.44M,26.99,1.51%,NYSE
FLUT,2024-04-12,$186.41,$186.41,$191.77,$184.48 - $189.65,$184.48 - $226.40,26.97B GBP,204.96K,-,-,LON
GH,2024-04-12,$18.26,$18.31,$18.68,$17.96 - $18.58,$16.92 - $41.06,2.22B USD,2.13M,-,-,NASDAQ
WMG,2024-04-12,$33.44,$33.44,$34.49,$33.42 - $34.55,$23.62 - $38.05,17.32B USD,1.58M,37.52,2.03%,NASDAQ
CPT,2024-04-12,$97.94,$97.94,$99.97,$97.74 - $99.71,$82.81 - $114.04,10.66B USD,1.19M,NYSE,D,1981
IBRX,2024-04-12,$5.11,$5.22,$6.06,$4.73 - $6.09,$1.25 - $6.93,3.44B USD,4.10M,-,-,NASDAQ
ALB,2024-04-12,$122.58,$122.72,$130.31,$122.11 - $130.86,$106.69 - $247.44,14.41B USD,4.01M,9.17,1.31%,NYSE
MP,2024-04-12,$16.84,$16.93,$17.30,$16.67 - $17.65,$12.68 - $28.71,3.00B USD,5.20M,123.42,-,NYSE
SBSW,2024-04-12,$5.44,$5.43,$5.55,$5.39 - $5.85,$3.85 - $9.88,3.70B USD,7.47M,B,Neal John Froneman,Nov 2012
VNO,2024-04-12,$27.42,$27.42,$28.59,$27.19 - $28.71,$12.31 - $32.21,5.22B USD,2.17M,NYSE,B,Steven Roth
SSL,2024-04-12,$8.69,$8.61,$8.84,$8.62 - $9.11,$7.10 - $14.49,5.58B USD,650.46K,A-,Simon Baloyi,1950
AGL,2024-04-12,$4.95,$4.97,$5.33,$4.94 - $5.39,$4.44 - $28.99,2.03B USD,4.70M,-,-,NYSE
VSAT,2024-04-12,$16.29,$16.40,$17.23,$16.19 - $17.30,$15.02 - $47.35,2.04B USD,1.09M,2.15,-,NASDAQ
IRT,2024-04-12,$16.00,$16.00,$16.28,$15.88 - $16.22,$11.61 - $18.77,3.60B USD,2.00M,NYSE,2009,"Philadelphia, PennsylvaniaUnited States"
GLBE,2024-04-12,$34.43,$34.43,$35.76,$34.41 - $35.50,$26.01 - $45.72,5.73B USD,1.24M,-,-,NASDAQ
RKT,2024-04-12,$12.25,$12.17,$12.39,$12.07 - $12.32,$7.17 - $15.19,24.32B USD,2.61M,-,-,NYSE
AMK,2024-04-12,$36.12,$36.12,$36.82,$35.77 - $37.03,$22.92 - $37.54,2.69B USD,269.52K,21.84,-,NYSE
ALPN,2024-04-12,$64.37,$64.32,$64.40,$64.34 - $64.57,$6.71 - $64.57,4.22B USD,2.82M,-,-,NASDAQ
GOOGL,2024-04-12,$157.73,$157.10,$159.41,$157.14 - $160.22,$102.63 - $160.22,1.97T USD,31.86M,29.07,-,NASDAQ
NEOG,2024-04-12,$12.38,$12.49,$13.00,$12.25 - $13.03,$12.18 - $24.10,2.68B USD,1.92M,"1,717.06",-,NASDAQ
CAVA,2024-04-12,$63.75,$63.75,$66.35,$63.10 - $66.79,$29.05 - $71.60,7.27B USD,2.70M,304.57,-,NYSE
TBBB,2024-04-12,$20.04,$20.04,$20.51,$19.87 - $20.93,$18.71 - $24.99,2.25B USD,756.14K,-,-,NYSE
DFH,2024-04-12,$38.58,$38.50,$38.34,$37.33 - $38.62,$13.41 - $44.38,3.60B USD,479.14K,14.48,-,NYSE
GFF,2024-04-12,$67.59,$67.59,$68.47,$67.10 - $68.47,$25.97 - $75.18,3.34B USD,385.00K,54.50,0.89%,NYSE
MOD,2024-04-12,$92.36,$92.36,$93.41,$91.00 - $94.40,$19.41 - $106.01,4.82B USD,1.10M,21.76,-,NYSE
OSCR,2024-04-12,$14.74,$14.64,$15.02,$14.45 - $15.08,$4.72 - $18.55,3.39B USD,2.66M,-,-,NYSE
FIX,2024-04-12,$307.58,$307.58,$310.14,$306.12 - $312.03,$129.77 - $335.25,10.98B USD,410.59K,34.14,0.33%,NYSE
PARR,2024-04-12,$34.53,$34.53,$34.92,$34.27 - $35.46,$20.30 - $40.70,2.05B USD,1.10M,3.50,-,NYSE
CLS,2024-04-12,$44.74,$44.51,$46.02,$44.33 - $45.68,$10.50 - $51.12,5.32B USD,2.13M,22.00,-,A-
HTZ,2024-04-12,$6.85,$6.87,$7.20,$6.84 - $7.14,$6.84 - $19.36,2.09B USD,4.63M,3.63,-,NASDAQ
BL,2024-04-12,$63.54,$63.54,$64.71,$63.22 - $64.25,$47.27 - $69.31,3.93B USD,1.40M,86.65,-,NASDAQ
PAAS,2024-04-12,$19.16,$19.01,$19.60,$18.93 - $20.60,$12.16 - $20.60,6.99B USD,5.30M,-,2.09%,Michael Steinmann
XPEV,2024-04-12,$7.46,$7.49,$8.27,$7.40 - $7.85,$7.18 - $23.62,7.04B USD,15.84M,NYSE,2015,heyxpeng.com
HCM,2024-04-12,$17.88,$17.88,$18.09,$17.68 - $18.10,$10.68 - $20.73,3.17B USD,166.56K,2000,hutch-med.com,"1,988"
RUN,2024-04-12,$11.64,$11.60,$11.85,$11.53 - $12.65,$8.43 - $23.85,2.54B USD,14.16M,-,-,NASDAQ
FMC,2024-04-12,$56.75,$57.00,$61.54,$56.52 - $60.79,$49.49 - $125.20,7.08B USD,2.14M,5.03,4.09%,NYSE
SEDG,2024-04-12,$65.35,$65.30,$70.26,$65.15 - $71.50,$60.44 - $322.19,3.73B USD,1.81M,108.96,-,NASDAQ
BILI,2024-04-12,$11.48,$11.54,$12.23,$11.48 - $11.95,$8.80 - $21.92,4.74B USD,8.23M,NASDAQ,Rui Chen,Dec 2013
UI,2024-04-12,$108.28,$108.28,$112.64,$108.25 - $112.48,$103.00 - $264.96,6.55B USD,92.03K,17.59,2.22%,NYSE
WOLF,2024-04-12,$26.25,$26.02,$27.86,$25.95 - $27.17,$23.54 - $70.42,3.30B USD,4.08M,-,-,NYSE
MRNA,2024-04-12,$105.14,$104.65,$107.01,$104.65 - $107.88,$62.55 - $163.24,40.26B USD,4.01M,-,-,NASDAQ
UWMC,2024-04-12,$6.28,$6.28,$6.38,$6.26 - $6.41,$4.49 - $7.75,10.03B USD,2.41M,-,6.37%,NYSE
MRVI,2024-04-12,$8.40,$8.21,$8.59,$8.23 - $8.61,$4.52 - $16.62,2.11B USD,2.58M,-,-,NASDAQ
HBM,2024-04-12,$7.62,$7.58,$7.79,$7.57 - $8.04,$3.94 - $8.11,3.69B CAD,2.64M,-,-,TSE
AMKR,2024-04-12,$32.37,$32.37,$33.55,$32.28 - $33.36,$17.58 - $37.00,7.96B USD,970.15K,22.24,0.97%,NASDAQ
SIRI,2024-04-12,$3.21,$3.22,$3.34,$3.20 - $3.34,$3.20 - $7.95,12.33B USD,18.01M,9.91,3.31%,NASDAQ
DAL,2024-04-12,$46.86,$46.32,$47.63,$46.09 - $46.95,$30.60 - $49.81,30.15B USD,10.46M,6.01,0.85%,NYSE
NYCB,2024-04-12,$2.84,$2.85,$3.00,$2.82 - $2.97,$1.70 - $14.22,2.27B USD,44.46M,-,7.04%,NYSE
BEAM,2024-04-12,$25.93,$26.00,$27.27,$25.52 - $26.99,$16.95 - $49.50,2.12B USD,1.26M,-,-,NASDAQ
SLG,2024-04-12,$51.19,$51.50,$52.83,$50.85 - $52.86,$20.51 - $55.75,3.32B USD,1.22M,NYSE,B,Marc Holliday
RH,2024-04-12,$255.18,$255.01,$267.09,$252.49 - $264.63,$207.26 - $406.38,4.67B USD,946.12K,43.21,-,NYSE
W,2024-04-12,$60.34,$60.00,$62.75,$59.81 - $62.50,$29.51 - $90.71,7.27B USD,3.55M,-,-,NYSE
WDFC,2024-04-12,$236.29,$236.29,$241.51,$233.34 - $241.61,$175.79 - $278.78,3.20B USD,133.94K,47.08,1.49%,NASDAQ
SFNC,2024-04-12,$18.13,$18.13,$18.17,$17.89 - $18.17,$13.36 - $20.82,2.27B USD,484.46K,13.13,4.63%,NASDAQ
UPST,2024-04-12,$23.82,$23.74,$24.75,$23.44 - $24.68,$11.93 - $72.58,2.09B USD,4.69M,-,-,NASDAQ
VLY,2024-04-12,$7.38,$7.40,$7.38,$7.21 - $7.41,$6.39 - $11.22,3.76B USD,6.89M,7.79,5.96%,NASDAQ
ZD,2024-04-12,$53.78,$53.78,$53.80,$52.83 - $53.80,$52.83 - $78.11,2.59B USD,317.56K,-,-,NASDAQ
FIBK,2024-04-12,$24.84,$24.90,$25.09,$24.53 - $25.09,$20.81 - $32.54,2.58B USD,940.09K,10.01,7.57%,NASDAQ
FAF,2024-04-12,$57.05,$57.05,$56.87,$56.52 - $57.10,$49.55 - $65.55,5.91B USD,845.48K,27.53,3.72%,NYSE
MNDY,2024-04-12,$193.11,$193.11,$200.19,$191.92 - $198.41,$108.35 - $239.22,9.45B USD,629.68K,-,-,NASDAQ
FND,2024-04-12,$112.43,$112.43,$114.70,$112.04 - $114.02,$76.30 - $135.67,12.03B USD,1.32M,49.31,-,NYSE
SFBS,2024-04-12,$59.56,$59.56,$60.33,$58.96 - $60.36,$39.27 - $70.84,3.25B USD,187.41K,15.71,2.01%,NYSE
KRC,2024-04-12,$33.47,$33.47,$33.99,$33.18 - $33.87,$25.99 - $43.37,3.93B USD,1.05M,NYSE,C,1947
NSA,2024-04-12,$37.07,$37.07,$37.55,$36.95 - $37.45,$27.86 - $42.54,2.90B USD,937.40K,NYSE,2013,nationalstorageaffiliates.com
DEI,2024-04-12,$13.26,$13.26,$13.49,$13.07 - $13.45,$10.09 - $16.12,2.22B USD,1.67M,NYSE,Jordan L. Kaplan,1971
HXL,2024-04-12,$62.56,$62.56,$63.76,$62.06 - $63.95,$58.81 - $79.08,5.20B USD,835.77K,50.60,0.96%,NYSE
GBCI,2024-04-12,$36.07,$36.07,$36.42,$35.86 - $36.52,$26.77 - $44.06,4.09B USD,634.42K,17.94,3.66%,NYSE
FNF,2024-04-12,$48.61,$48.61,$48.52,$48.27 - $49.02,$32.02 - $53.96,13.28B USD,1.80M,25.48,3.95%,NYSE
IFS,2024-04-12,$22.94,$22.94,$23.59,$22.81 - $23.90,$17.94 - $30.59,2.63B USD,150.23K,9.04,4.36%,NYSE
VERA,2024-04-12,$47.97,$47.11,$48.82,$46.25 - $50.65,$6.05 - $50.78,2.61B USD,1.04M,-,-,NASDAQ
TAL,2024-04-12,$11.70,$11.70,$12.21,$11.45 - $12.17,$5.09 - $15.52,7.47B USD,6.12M,NYSE,Zhang Bangxin,Aug 2003
RVMD,2024-04-12,$36.07,$36.07,$37.41,$35.21 - $37.98,$15.44 - $38.73,5.94B USD,1.66M,-,-,NASDAQ
GDRX,2024-04-12,$6.83,$6.76,$6.92,$6.80 - $6.92,$4.14 - $9.37,2.70B USD,1.61M,-,-,NASDAQ
JANX,2024-04-12,$52.65,$53.50,$50.00,$49.53 - $54.76,$5.65 - $58.69,2.72B USD,839.42K,-,-,NASDAQ
HQY,2024-04-12,$79.85,$79.85,$80.49,$78.94 - $80.15,$48.86 - $84.49,6.88B USD,595.69K,124.63,-,NASDAQ
GL,2024-04-12,$59.09,$58.66,$49.16,$52.17 - $61.45,$38.95 - $132.00,5.56B USD,2.34M,5.87,1.62%,NYSE
LCID,2024-04-12,$2.49,$2.48,$2.50,$2.42 - $2.53,$2.42 - $8.38,5.73B USD,28.71M,-,-,NASDAQ
DNA,2024-04-12,$1.01,$1.01,$1.05,$1.01 - $1.07,$0.99 - $2.55,2.05B USD,23.80M,-,-,NYSE
EBR,2024-04-12,$7.65,$7.65,$7.65,$7.54 - $7.73,$6.45 - $9.11,17.86B USD,1.06M,B,Ivan Monteiro,"Jun 11, 1962"
AAP,2024-04-12,$70.50,$70.60,$74.35,$70.38 - $74.75,$47.73 - $129.90,4.20B USD,2.19M,141.33,1.42%,NYSE
CPRI,2024-04-12,$39.31,$38.80,$40.78,$39.11 - $41.00,$34.17 - $54.52,4.58B USD,940.93K,22.03,-,NYSE
KMPR,2024-04-12,$56.01,$56.01,$55.38,$55.29 - $56.58,$38.32 - $64.69,3.60B USD,377.69K,-,2.21%,NYSE
GEN,2024-04-12,$20.93,$20.93,$20.99,$20.74 - $21.15,$15.45 - $24.37,13.33B USD,3.55M,9.66,2.39%,NASDAQ
DAR,2024-04-12,$44.39,$44.39,$45.43,$44.12 - $45.63,$38.97 - $71.60,7.09B USD,2.17M,11.13,-,NYSE
CNMD,2024-04-12,$74.58,$74.58,$76.07,$73.88 - $76.30,$73.88 - $138.47,2.30B USD,452.00K,36.50,1.07%,NYSE
BLCO,2024-04-12,$14.24,$14.50,$15.00,$13.80 - $15.04,$13.62 - $21.95,5.00B USD,370.28K,-,-,NYSE
GRFS,2024-04-12,$6.56,$6.56,$6.65,$6.49 - $6.63,$5.30 - $12.15,5.64B USD,3.24M,B,Nacho Abia,"Nov 18, 1940"
NMRA,2024-04-12,$13.56,$13.56,$14.01,$13.44 - $13.97,$9.35 - $21.00,2.15B USD,745.85K,-,-,NASDAQ
EXEL,2024-04-12,$22.81,$22.81,$22.65,$22.63 - $23.05,$18.08 - $24.34,6.92B USD,2.32M,35.29,-,NASDAQ
ALKS,2024-04-12,$24.42,$24.42,$24.99,$24.16 - $25.17,$22.01 - $33.71,4.08B USD,2.03M,7.98,-,NASDAQ
CSAN,2024-04-12,$11.65,$11.67,$11.80,$11.64 - $11.91,$11.20 - $17.51,5.45B USD,370.96K,A-,Luis Henrique Guimarães,1936
BIO,2024-04-12,$300.45,$300.45,$311.87,$300.00 - $309.80,$261.59 - $494.05,10.23B USD,176.42K,-,-,NYSE
KMX,2024-04-12,$71.41,$71.20,$71.98,$70.50 - $72.47,$59.66 - $88.22,11.28B USD,2.15M,22.77,-,NYSE
FAST,2024-04-12,$70.45,$70.45,$69.88,$69.25 - $70.97,$50.30 - $79.04,40.33B USD,3.92M,34.89,2.21%,NASDAQ
PRI,2024-04-12,$222.09,$222.09,$223.39,$220.35 - $229.19,$172.29 - $256.56,7.71B USD,122.37K,13.94,1.35%,NYSE
MS,2024-04-12,$86.19,$85.80,$86.81,$85.12 - $86.81,$69.42 - $95.57,140.94B USD,9.03M,16.63,3.94%,NYSE
CRDO,2024-04-12,$21.44,$21.45,$23.02,$21.40 - $22.81,$7.20 - $23.90,3.50B USD,1.92M,-,-,NASDAQ
FRO,2024-04-12,$24.08,$24.08,$24.46,$24.02 - $25.14,$13.35 - $25.14,5.36B USD,1.87M,8.17,9.01%,NYSE
AU,2024-04-12,$23.85,$23.50,$24.26,$23.58 - $25.50,$14.91 - $30.27,10.01B USD,2.55M,NYSE,1944,"Johannesburg, GautengSouth Africa"
CHWY,2024-04-12,$17.64,$17.61,$18.57,$17.35 - $18.37,$15.08 - $40.78,7.67B USD,10.09M,192.56,-,NYSE
GFI,2024-04-12,$18.16,$18.14,$18.20,$18.00 - $18.97,$10.31 - $18.97,15.89B USD,4.56M,1998,"Johannesburg, GautengSouth Africa",goldfields.com
TOST,2024-04-12,$23.82,$23.79,$24.57,$23.56 - $24.73,$13.77 - $27.00,13.05B USD,6.67M,-,-,NYSE
SMTC,2024-04-12,$32.64,$32.82,$35.00,$32.45 - $34.77,$13.13 - $35.80,2.11B USD,2.80M,-,-,NASDAQ
STEP,2024-04-12,$36.06,$36.06,$37.00,$35.65 - $37.31,$19.83 - $38.25,3.99B USD,342.37K,40.17,2.33%,NASDAQ
SITM,2024-04-12,$81.63,$81.65,$87.84,$81.22 - $86.07,$80.10 - $141.99,1.86B USD,216.22K,-,-,NASDAQ
HMY,2024-04-12,$9.11,$9.09,$9.24,$9.03 - $9.80,$3.41 - $9.80,5.62B USD,7.96M,Peter William Steenkamp,1950,"Randfontein, GautengSouth Africa"
SATS,2024-04-12,$14.20,$13.92,$14.45,$13.88 - $14.29,$9.53 - $24.80,3.86B USD,1.79M,-,-,NASDAQ
CACC,2024-04-12,$554.51,$554.51,$572.49,$552.40 - $567.10,$379.77 - $616.66,6.82B USD,66.60K,25.22,-,NASDAQ
KYMR,2024-04-12,$35.58,$35.58,$37.21,$34.74 - $36.92,$9.60 - $45.31,2.17B USD,647.83K,-,-,NASDAQ
LYFT,2024-04-12,$18.76,$18.62,$19.52,$18.64 - $19.47,$7.85 - $20.82,7.50B USD,14.47M,-,-,NASDAQ
TCN,2024-04-12,$11.04,$11.10,$11.17,$9.45 - $11.18,$6.53 - $11.20,4.15B CAD,4.67M,-,-,TSE
CPNG,2024-04-12,$21.25,$21.24,$19.06,$20.45 - $21.43,$13.51 - $21.43,38.11B USD,15.13M,28.17,-,NYSE
JPM,2024-04-12,$182.79,$182.22,$195.29,$182.54 - $188.93,$126.83 - $200.94,526.55B USD,8.28M,11.26,2.52%,NYSE
WFC,2024-04-12,$56.47,$56.43,$56.67,$55.34 - $57.00,$36.40 - $58.44,199.93B USD,17.88M,11.68,2.48%,NYSE
BEKE,2024-04-12,$13.16,$13.22,$14.18,$13.15 - $13.99,$12.44 - $19.95,16.73B USD,8.85M,2001,investors.ke.com,"116,344"
ANET,2024-04-12,$271.22,$270.75,$296.56,$268.33 - $282.70,$131.68 - $307.74,84.79B USD,2.45M,41.21,-,NYSE
AGEN,2024-04-12,$8.15,$8.25,$8.87,$7.02 - $8.86,$7.02 - $42.60,3.38B USD,452.33K,-,-,NASDAQ
CRNX,2024-04-12,$44.59,$43.69,$48.03,$43.71 - $48.73,$15.71 - $49.58,3.47B USD,965.93K,-,-,NASDAQ
ZTS,2024-04-12,$149.98,$150.30,$162.73,$148.48 - $155.98,$148.48 - $201.92,68.67B USD,3.56M,29.58,1.15%,NYSE
VFC,2024-04-12,$12.11,$12.11,$13.13,$12.02 - $12.82,$12.02 - $23.58,4.71B USD,11.09M,-,2.97%,NYSE
PLAY,2024-04-12,$56.09,$56.22,$60.73,$55.64 - $59.78,$31.65 - $69.82,2.26B USD,1.25M,19.48,-,NASDAQ
CVNA,2024-04-12,$74.99,$74.71,$80.44,$74.26 - $79.09,$6.70 - $94.04,15.16B USD,4.55M,33.43,-,NYSE
RIOT,2024-04-12,$9.10,$9.03,$9.75,$8.97 - $9.69,$8.61 - $20.65,2.31B USD,22.72M,-,-,NASDAQ
BUR,2024-04-12,$15.11,$15.21,$16.34,$15.00 - $16.40,$11.78 - $17.70,2.84B GBP,916.37K,-,-,LON
FLYW,2024-04-12,$21.20,$21.20,$22.72,$21.01 - $22.72,$18.65 - $35.80,2.60B USD,1.33M,-,-,NASDAQ
KOF,2024-04-12,$97.12,$97.08,$94.39,$94.27 - $98.08,$69.33 - $104.38,20.43B USD,149.74K,NYSE,C,John Anthony Santa Maria Otazua
TSLA,2024-04-15,$161.48,$160.46,$171.05,$161.38 - $170.69,$152.37 - $299.29,505.99B USD,96.62M,37.52,-,NASDAQ
AMD,2024-04-15,$160.32,$160.95,$163.28,$158.76 - $164.44,$81.02 - $227.30,259.10B USD,70.91M,305.06,-,NASDAQ
INTC,2024-04-15,$36.31,$36.20,$35.69,$35.89 - $36.70,$26.86 - $51.28,154.57B USD,51.03M,90.55,1.38%,NASDAQ
F,2024-04-15,$12.23,$12.22,$12.61,$12.18 - $12.82,$9.63 - $15.42,48.83B USD,49.49M,11.37,4.91%,NYSE
NIO,2024-04-15,$3.89,$3.90,$4.11,$3.82 - $4.19,$3.82 - $16.18,8.12B USD,55.08M,NYSE,William Li,2014
NVDA,2024-04-15,$860.01,$856.26,$881.86,$859.29 - $906.13,$262.25 - $974.00,2.15T USD,54.39M,72.07,0.02%,NASDAQ
AMZN,2024-04-15,$183.62,$183.40,$186.13,$183.00 - $188.69,$101.15 - $189.77,1.91T USD,35.64M,63.32,-,NASDAQ
PLTR,2024-04-15,$21.90,$21.78,$22.67,$21.83 - $23.13,$7.28 - $27.50,48.44B USD,54.17M,239.84,-,NYSE
RIVN,2024-04-15,$8.40,$8.41,$9.13,$8.32 - $9.17,$8.32 - $28.06,8.21B USD,45.58M,-,-,NASDAQ
AAPL,2024-04-15,$172.69,$173.00,$176.55,$172.50 - $176.63,$162.80 - $199.62,2.67T USD,66.48M,26.87,0.56%,NASDAQ
PFE,2024-04-15,$25.91,$25.88,$25.86,$25.75 - $26.17,$25.61 - $41.33,146.72B USD,43.56M,69.32,6.48%,NYSE
GOLD,2024-04-15,$17.37,$17.37,$17.87,$17.11 - $17.84,$13.76 - $20.75,30.40B USD,25.77M,-,-,B
WBD,2024-04-15,$8.36,$8.42,$8.34,$8.35 - $8.52,$8.02 - $14.76,20.40B USD,30.10M,-,-,NASDAQ
MARA,2024-04-15,$15.15,$15.02,$16.11,$15.11 - $16.35,$7.16 - $34.09,4.05B USD,57.97M,11.25,-,NASDAQ
CCL,2024-04-15,$14.06,$14.02,$14.36,$13.92 - $14.76,$8.70 - $19.74,17.62B USD,33.61M,54.72,-,NYSE
PLUG,2024-04-15,$2.85,$2.84,$2.89,$2.80 - $2.95,$2.26 - $13.44,1.95B USD,30.27M,-,-,NASDAQ
ABEV,2024-04-15,$2.32,$2.31,$2.35,$2.30 - $2.34,$2.30 - $3.23,37.02B USD,15.05M,C,Jean Jereissati,"Jul 1, 1999"
AAL,2024-04-15,$12.94,$13.00,$13.15,$12.90 - $13.47,$10.86 - $19.08,8.47B USD,30.74M,10.73,-,NASDAQ
PARA,2024-04-15,$10.90,$10.85,$10.96,$10.75 - $11.09,$10.12 - $24.00,7.55B USD,22.02M,-,1.83%,NASDAQ
SOFI,2024-04-15,$7.12,$7.11,$7.33,$7.08 - $7.42,$4.45 - $11.70,7.47B USD,53.26M,-,-,NASDAQ
GRAB,2024-04-15,$3.31,$3.28,$3.33,$3.29 - $3.35,$2.67 - $3.92,13.06B USD,26.97M,-,-,NASDAQ
BAC,2024-04-15,$35.95,$35.95,$35.79,$35.76 - $36.76,$24.96 - $38.35,283.67B USD,39.54M,11.68,2.67%,NYSE
T,2024-04-15,$16.24,$16.26,$16.31,$16.13 - $16.54,$13.43 - $19.92,116.16B USD,35.85M,8.26,6.83%,NYSE
BCS,2024-04-15,$9.16,$9.16,$9.18,$9.12 - $9.38,$6.23 - $9.98,34.49B USD,17.65M,A-,1896,"London, Greater LondonUnited Kingdom"
KGC,2024-04-15,$6.41,$6.43,$6.38,$6.24 - $6.48,$4.32 - $6.81,7.91B USD,17.36M,19.04,1.87%,C
EXLS,2024-04-15,$29.96,$29.96,$30.11,$29.66 - $30.14,$25.17 - $35.94,4.97B USD,1.17M,27.30,-,NASDAQ
USAC,2024-04-15,$25.08,$25.08,$25.49,$25.03 - $25.94,$18.48 - $28.47,2.58B USD,277.64K,NYSE,1998,"Austin, TexasUnited States"
APGE,2024-04-15,$53.07,$53.07,$55.05,$51.57 - $58.00,$14.19 - $72.29,3.10B USD,1.08M,-,-,NASDAQ
SIG,2024-04-15,$95.16,$95.16,$95.77,$94.49 - $98.00,$57.10 - $109.17,4.23B USD,921.09K,6.62,1.22%,NYSE
RNAC,2024-04-15,$18.99,$19.50,$19.39,$18.99 - $21.67,$11.67 - $42.60,102.51M USD,64.65K,-,-,NASDAQ
BLMN,2024-04-15,$26.79,$26.79,$26.51,$26.55 - $27.26,$22.03 - $30.13,2.33B USD,1.42M,10.45,3.58%,NASDAQ
DAY,2024-04-15,$59.67,$59.57,$60.64,$59.35 - $61.03,$59.35 - $74.66,9.43B USD,1.30M,-,-,NYSE
CABO,2024-04-15,$392.43,$392.43,$386.76,$382.00 - $397.52,$373.37 - $768.75,2.21B USD,102.99K,8.69,3.01%,NYSE
COIN,2024-04-15,$223.41,$221.19,$245.75,$222.14 - $249.74,$46.43 - $283.48,54.13B USD,13.01M,599.07,-,NASDAQ
ZGN,2024-04-15,$11.01,$11.01,$11.31,$11.01 - $11.38,$10.12 - $16.36,2.76B USD,922.18K,21.48,0.99%,NYSE
MSTR,2024-04-15,"$1,335.88","$1,323.55","$1,479.58","$1,321.05 - $1,489.97","$266.00 - $1,999.99",22.67B USD,3.13M,51.57,-,NASDAQ
ENPH,2024-04-15,$112.47,$112.01,$117.02,$111.80 - $117.51,$73.49 - $231.42,15.29B USD,3.39M,36.72,-,NASDAQ
